requirement,component,risk,test_or_scenario,environment,evidence,status
Env JOBS_POOL_MAX,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env JOBS_SCHEMA,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env JOBS_WORKER,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env LLM_MODEL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env LLM_SEND_ACCOUNT_NAME,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env LOG_FORMAT,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env LOG_LEVEL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env LOG_SILENT,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env MAIL_FROM,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env METRICS_TOKEN,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env NEXT_PHASE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env NEXT_RUNTIME,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env NODE_ENV,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env NOTIFY_DRY_RUN,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENAI_API_KEY,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENAI_BASE_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_API_KEY,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_MAX_ATTEMPTS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_MEMO_SECONDS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_PACE_MS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_RETRY_BASE_MS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env OPENFDA_RPM,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env PRISMA_LOG,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env PROGRESS_WRITE_MS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env RETENTION_CRON,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SAM_API_KEY,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SAM_API_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SAM_MAX_PAGES,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SAP_ODATA_BASE_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SECRETS_OVERRIDE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SECRETS_PROVIDER,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SESSION_SECRET,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SESSION_TTL_HOURS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SF_CLIENT_ID,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SF_LOGIN_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SMTP_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_AUTO_PROVISION,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_CLIENT_ID,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_CLIENT_SECRET,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_DEFAULT_ROLE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_ISSUER,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_MODE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_REDIRECT_URI,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_ROLE_CLAIM,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_ROLE_MAP,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env SSO_SCOPES,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env TAX_DRY_RUN,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env TAX_FREIGHT,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env TAX_TIMEOUT_MS,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env TEAMS_WEBHOOK_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env USASPENDING_API_URL,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env VAULT_NAMESPACE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env VAULT_TOKEN,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env VAULT_TOKEN_FILE,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Env VITEST,config,parsing/defaults/bounds,"tests/unit/ws5-config.test.ts, tier0-units, .env.example reconciliation",unit,evidence/ws5/env-vars-used.txt,PASS
Setup/bootstrap from empty DB (with and without reference sheets),deploy/seeds,install,04-final-bootstrap; WS5 CI mirror seeds without reference data,crosswalk_dbg / ws5_ci,"evidence/logs/04-final-bootstrap.log, evidence/ws5/ci-mirror.txt",PASS
Production build / start / worker start / shutdown,"next, entrypoint",ops,build; next start :3103; worker child + SIGTERM,workspace,"evidence/logs/04-final-build.log, evidence/ws5/entrypoint-*",PASS
Container image build & boot (CI image job),Dockerfile,deploy,—,no Docker daemon,—,BLOCKED
Adapter contracts pg / neon-ws / neon-http,src/lib/db,db,pg live; neon-http transaction refusal unit; neon-ws,local,evidence/ws5,PASS pg; PASS neon-http(unit); neon-ws NOT_RUN (no Neon)
Configuration matrix (heuristic/model/embeddings/workers/auth modes/integrations/dry-run/production secrets),env,config,"ws5-config, tier0-units, ws1 fake grader/embedder, ws4 proxy/oidc, entrypoint check",unit/db,workstream reports,PASS (model paths with fakes; live model BLOCKED)
Authorization matrix 132 routes × 12 principals,api,security,"tests/db/ws4-authz.test.ts (1,638 calls) + HTTP probes",in-process + :3104/:3103,"evidence/ws4/authz-matrix.csv, evidence/review/http-probe.txt",PASS
"Redaction (cost/floor/margin/target) across API, exports, PDFs, audit, analytics",auth,confidentiality,"ws4-redaction (9), review probes, exceljs/pdftotext parsing",db + HTTP,"evidence/ws4, evidence/review",PASS
OIDC / dev session / proxy mode,auth,security,"tier0-units (+7), ws4 HTTP proxy-mode probe",unit + HTTP,"evidence/ws4/prefix, ws4 report",PASS (in-memory IdP; live IdP BLOCKED)
CSRF / CORS / SSRF / XSS / SQLi / traversal / bombs / NaN,security,adversarial,"ws4-adversarial (+archive/urls units), review probes",db + HTTP,evidence/ws4,PASS
Rate limiting classes/headers/XFF,proxy,security,ws4-proxy units + HTTP,unit + HTTP,ws4 report,PASS (per-instance; distributed limiter out of scope)
Intake accounting & normalisation,"excel/intake, cfn",matching,"ws1-intake (19), pure-checks, adversarial",unit,ws1 report,PASS
Resolution / openFDA client faults / GUDID import,gudid,matching,"ws1-gudid (9), openfda-replay",db + recorded,ws1 report,PASS
Access profile / brands / constraints / classification / confidence,match,matching,"match-quality 72, ws1-access 30, ws1-ranking 22, pacr-regression 31, review-matching 6",unit,"ws1 report, REVIEW.md §7",PASS
Run lifecycle / chunk failure / cancel / resume / learning loop / governance,"pipeline, xref",matching,"ws1-run (9), tier1, tier3",db,ws1 report,PASS
"Evaluation integrity (eval, pacr, model gate)",eval,quality,"eval 80/80, 29/80, 46/80 before/after explained; pacr 31; gate",db,evidence/logs/*eval*,PASS eval; eval:gate BLOCKED (baseline re-measure)
Contracts / entries atomicity / terms / performance / compliance,contracts,commercial,"ws2-contracts, ws2-outcomes, check:enterprise",db,ws2 report,PASS
Money oracle / waterfall / cost / FX,"money, pricing",commercial,"ws2-money, ws2-waterfall, ws2-cost-fx; review recompute 17/17",unit/db,"ws2 report, REVIEW.md §4",PASS
Policy / recommendation / authority,pricing,commercial,ws2-policy,unit/db,ws2 report,PASS
Proposals / scenarios / economics / drift / tax,"proposals, tax",commercial,"ws2-proposals, ws2-economics, ws2-drift-tax",db,ws2 report,PASS (AvaTax fake; live BLOCKED)
Approvals / delegation / break-glass / races,approvals,commercial,"ws2-approvals, review-concurrency",db,"ws2 report, REVIEW.md §5",PASS
Finalization / outcomes / WON contract,proposals,commercial,ws2-outcomes,db,ws2 report,PASS
Exports xlsx/csv/pdf content & confidentiality,"excel, pdf",output,"ws2-exports, ws4-redaction, review PDFs",db + HTTP,evidence/review,PASS
Google Sheets write-back,google,integration,unconfigured path only,—,—,BLOCKED (no service account)
Intelligence / extraction / public bids,"intelligence, documents",data,"tier2, tier3, ws5-integrations, journeys",db + browser,ws5/ws3 reports,PASS (SAM/USAspending live BLOCKED)
Integration fault matrix (7 families × 9 scenarios) / config / mapping / idempotency / paging,integrations,integration,"ws5-integrations, ws5-salesforce, tier2",db (mocks),ws5 report,PASS (mock); live BLOCKED
Salesforce webhook through the real proxy,proxy/webhook,integration,"ws4-proxy, ws4-webhook, HTTP",HTTP :3104/:3103,"evidence/ws4, evidence/review/http-probe.txt",PASS
Queues / feeds / notifications / observability / alerts / analytics / retention,jobs…,platform,"ws5-jobs, ws5-platform, tier1, tier3",db (real pg-boss + child worker),ws5 report,PASS
Backups / restore,ops,platform,pg_dump/restore round trip; document-dir gap documented,local,evidence/ws5/backup-roundtrip.txt,PASS (DB); documents dir documented gap
"Frontend: 22 pages × 12 roles, actions, navigation, responsive, a11y, keyboard, polling",ui,frontend,WS3 scripts rerun on the final build,Chromium,evidence/ws3/logs/*-final4/5.log,PASS
Browser matrix beyond Chromium,ui,frontend,—,—,—,NOT_RUN (Chromium only)
macOS / mac-demo execution,mac-demo,platform,read-only inspection,—,ws5 report,NOT_RUN (no macOS)
"Performance profile 30/300/5,000 lines",pipeline,performance,profile:run on synthetic intakes (30 lines; 300 distinct competitor codes) cold and warm,"crosswalk_dbg, JOBS_WORKER=off, heuristic",evidence/logs/05-profile-*.log,"PASS (30 lines 3.2 s cold / 37 lines 1.5 s warm; 300 lines 75 s cold (openFDA-bound) / 5.2 s warm, 902 queries; no regression vs Sept 23 order of magnitude); 5,000 lines NOT_RUN"
Soak with controlled faults,platform,resilience,worker kill/heartbeat/DB-down tests only,db,ws5 report,PARTIAL (no timed soak)
Independent review,all,process,"REVIEW.md (15 findings, all addressed except REV-13 decision)",—,REVIEW.md,PASS
